location,bhk,price,sq_feet,latitude,longitude,bhk_num,price_per_sqft
Mapsa,2 BHK,8000000,6193.0,,,2.0,1291.7810431131923
Vasco,3 BHK,8000000,5673.0,15.398403,73.8129178,3.0,1410.1886127269522
Tiswadi,Land,8000000,1486.0,15.4904623,73.8838495,0.0,5383.580080753702
Vasco,2 BHK,8000000,5461.0,15.398403,73.8129178,2.0,1464.9331624244644
Arpora,1 BHK,8000000,11434.0,15.5630974,73.7640368,1.0,699.6676578625153
Bainguinim,2 BHK,8000000,8258.0,15.5003488,73.9022881,2.0,968.7575684185033
Mapusa,2 BHK,8040000,14685.0,15.590853,73.8102146,2.0,547.4974463738508
Dabolim,3 BHK,8100000,6122.0,15.3896948,73.8528925,3.0,1323.0970271153217
Ponda,2 BHK,8100000,11571.0,15.3979351,74.0079788,2.0,700.025926886181
Porvorim,2 BHK,8100000,13575.0,15.5251795,73.8282988,2.0,596.6850828729282
Porvorim,2 BHK,8120000,13575.0,15.5251795,73.8282988,2.0,598.158379373849
Colvale,Land,8160000,1579.0,15.6444652,73.836751,0.0,5167.827739075364
Mapusa,2 BHK,8160000,7432.0,15.590853,73.8102146,2.0,1097.9547900968785
Calangute,2 BHK,8200000,9111.0,15.545594,73.7646182,2.0,900.0109757436067
Porvorim,2 BHK,8200000,13575.0,15.5251795,73.8282988,2.0,604.0515653775323
Velha,2 BHK,8200000,7119.0,15.5023329,73.9117432,2.0,1151.8471695462847
Porvorim,2 BHK,8300000,8863.0,15.5251795,73.8282988,2.0,936.4774906916394
Thivim,2 BHK,8300000,7943.0,15.6298781,73.8770455,2.0,1044.9452347979352
Curca,Land,8300000,2337.0,15.4608194,73.8778694,0.0,3551.561831407788
Merces,Land,8370000,1208.0,15.4828297,73.8538551,0.0,6928.807947019867
Dabolim,3 BHK,8380000,4690.0,15.3896948,73.8528925,3.0,1786.7803837953093
Adora de,2 BHK,8380000,10350.0,15.3971412,73.8643882,2.0,809.6618357487922
Adora de,2 BHK,8380000,10350.0,15.3971412,73.8643882,2.0,809.6618357487922
Corlim,Land,8400000,2044.0,15.4948124,73.9465928,0.0,4109.58904109589
Thivim,2 BHK,8400000,7094.0,15.6298781,73.8770455,2.0,1184.0992387933466
Betalbatim,2 BHK,8410000,4883.0,15.300881,73.9203,2.0,1722.3018636084375
Velha,3 BHK,8500000,8433.0,15.5023329,73.9117432,3.0,1007.944978062374
Tuem,Land,8500000,1755.0,15.6665677,73.795665,0.0,4843.304843304843
Panaji,2 BHK,8500000,14635.0,15.4989946,73.8282141,2.0,580.7994533652204
Porvorim,2 BHK,8500000,13575.0,15.5251795,73.8282988,2.0,626.1510128913444
Siolim,1 BHK,8500000,17747.0,15.6270222,73.7656851,1.0,478.95418944046884
Assonora,Land,8500000,702.0,15.6195608,73.9005334,0.0,12108.262108262108
Porvorim,2 BHK,8500000,8118.0,15.5251795,73.8282988,2.0,1047.0559251047057
Macasana,Land,8500000,790.0,15.2898772,74.0605974,0.0,10759.493670886075
Santa cruz,2 BHK,8500000,7742.0,15.4731897,73.8468675,2.0,1097.9075174373547
Chorao,2 BHK,8500000,1555.0,15.5473117,73.8777787,2.0,5466.237942122187
Margao,2 BHK,8500000,7391.0,15.272923,73.9583159,2.0,1150.0473548910838
Colva,2 BHK,8500000,6800.0,15.278266,73.9197099,2.0,1250.0
Baga,Studio Apartment,8500000,17708.0,15.5592836,73.7539656,0.0,480.009035464197
Porvorim,2 BHK,8500000,7312.0,15.5251795,73.8282988,2.0,1162.472647702407
Caranzalem,2 BHK,8500000,8947.0,15.4677228,73.8079977,2.0,950.0391192578518
Santa cruz,2 BHK,8500000,7742.0,15.4731897,73.8468675,2.0,1097.9075174373547
Dabolim,2 BHK,8500000,6296.0,15.3896948,73.8528925,2.0,1350.0635324015248
Calangute,1 BHK,8500000,20000.0,15.545594,73.7646182,1.0,425.0
Calangute,1 BHK,8500000,20000.0,15.545594,73.7646182,1.0,425.0
Kadamba Plateau,2 BHK,8500000,7244.0,15.4893121,73.8911462,2.0,1173.3848702374378
Goa,2 BHK,8500000,6636.0,15.4989946,73.8282141,2.0,1280.8921036769138
Porvorim,2 BHK,8500000,13575.0,15.5251795,73.8282988,2.0,626.1510128913444
Panjim,2 BHK,8500000,9514.0,15.4989946,73.8282141,2.0,893.4202228295144
Vagator,1 BHK,8500000,19880.0,15.5985735,73.7408126,1.0,427.56539235412475
Margao,3 BHK,8500000,5446.0,15.272923,73.9583159,3.0,1560.7785530664707
Margao,3 BHK,8500000,6121.0,15.272923,73.9583159,3.0,1388.6619833360562
Bambolim,Land,8500000,2871.0,15.4549212,73.8464479,0.0,2960.6408916753744
Thivim,2 BHK,8500000,7818.0,15.6298781,73.8770455,2.0,1087.2345868508569
Calangute,1 BHK,8500000,17857.0,15.545594,73.7646182,1.0,476.00380803046426
Siolim,3 BHK,8500000,17747.0,15.6270222,73.7656851,3.0,478.95418944046884
Karaswada,2 BHK,8600000,8499.0,15.6104102,73.8266444,2.0,1011.8837510295328
Dabolim,2 BHK,8670000,6766.0,15.3896948,73.8528925,2.0,1281.4070351758794
Dabolim,2 BHK,8670000,6766.0,15.3896948,73.8528925,2.0,1281.4070351758794
Nerul,3 BHK,8690000,5726.0,15.5093392,73.7846696,3.0,1517.6388403772266
Arpora,1 BHK,8700000,10922.0,15.5630974,73.7640368,1.0,796.5574070683025
Porvorim,2 BHK,8700000,8980.0,15.5251795,73.8282988,2.0,968.8195991091314
Mapusa,2 BHK,8790000,7493.0,15.590853,73.8102146,2.0,1173.0948885626585
Kadamba Plateau,2 BHK,8800000,8605.0,15.4893121,73.8911462,2.0,1022.6612434631029
Arpora,1 BHK,8800000,13333.0,15.5630974,73.7640368,1.0,660.0165004125104
Ishta,3 BHK,8800000,6928.0,,,3.0,1270.2078521939954
Corlim,Land,8870000,2044.0,15.4948124,73.9465928,0.0,4339.530332681017
Dabolim,2 BHK,8900000,6951.0,15.3896948,73.8528925,2.0,1280.391310602791
Cuncolim,Land,8900000,1034.0,15.1801323,73.9978596,0.0,8607.350096711798
Arpora,1 BHK,8900000,20001.0,15.5630974,73.7640368,1.0,444.97775111244437
Panjim,3 BHK,8900000,5562.0,15.4989946,73.8282141,3.0,1600.143833153542
Duler,2 BHK,8900000,7735.0,15.6000769,73.8161301,2.0,1150.6140917905623
Bicholim,1 BHK,8900000,10988.0,15.5557695,73.977291,1.0,809.9745176556244
Bicholim,1 BHK,8900000,10988.0,15.5557695,73.977291,1.0,809.9745176556244
Dabolim,2 BHK,8900000,6951.0,15.3896948,73.8528925,2.0,1280.391310602791
Colva,3 BHK,8900000,6894.0,15.278266,73.9197099,3.0,1290.9776617348418
Old Goa,Land,8960000,2405.0,15.5023329,73.9117432,0.0,3725.5717255717254
Siolim,Studio Apartment,9000000,17747.0,15.6270222,73.7656851,0.0,507.12796528990816
Kadamba Plateau,Land,9000000,2787.0,15.4893121,73.8911462,0.0,3229.2787944025836
Porvorim,2 BHK,9000000,8361.0,15.5251795,73.8282988,2.0,1076.4262648008612
Duler,2 BHK,9000000,7814.0,15.6000769,73.8161301,2.0,1151.7788584591758
Taleigao,2 BHK,9000000,7601.0,15.4702665,73.8225674,2.0,1184.0547296408367
Santa cruz,2 BHK,9000000,8182.0,15.4731897,73.8468675,2.0,1099.9755560987533
Benaulim,2 BHK,9000000,8990.0,15.2601367,73.9275675,2.0,1001.1123470522803
Colva,3 BHK,9000000,10909.0,15.278266,73.9197099,3.0,825.0068750572922
Kadamba Plateau,2 BHK,9000000,7334.0,15.4893121,73.8911462,2.0,1227.1611671666212
Corgao,Land,9000000,2389.0,15.7097724,73.7516419,0.0,3767.266638760988
Margao,4 BHK,9000000,4645.0,15.272923,73.9583159,4.0,1937.56727664155
Ponda,Land,9000000,1575.0,15.3979351,74.0079788,0.0,5714.285714285715
Colva,3 BHK,9000000,5972.0,15.278266,73.9197099,3.0,1507.032819825854
Vasco,3 BHK,9000000,7500.0,15.398403,73.8129178,3.0,1200.0
Dona Paula,2 BHK,9000000,8039.0,15.4581997,73.8038671,2.0,1119.5422316208483
Kadamba Plateau,2 BHK,9000000,7671.0,15.4893121,73.8911462,2.0,1173.2499022291747
Curchorem,Land,9000000,597.0,15.2617381,74.1082756,0.0,15075.37688442211
Nerul,1 BHK,9000000,9000.0,15.5093392,73.7846696,1.0,1000.0
Assonora,Land,9000000,1079.0,15.6195608,73.9005334,0.0,8341.056533827617
Old Goa,Land,9000000,2787.0,15.5023329,73.9117432,0.0,3229.2787944025836
Calangute,2 BHK,9000000,17857.0,15.545594,73.7646182,2.0,504.00403203225625
Calangute,Studio Apartment,9040000,17857.0,15.545594,73.7646182,0.0,506.2440499523996
Curchorem,Land,9080000,929.0,15.2617381,74.1082756,0.0,9773.950484391818
Sasoli,Land,9100000,1655.0,,,0.0,5498.489425981873
Porvorim,2 BHK,9100000,13575.0,15.5251795,73.8282988,2.0,670.3499079189687
Chandor,Land,9100000,1556.0,15.2614307,74.0440025,0.0,5848.329048843188
Mapusa,2 BHK,9190000,7488.0,15.590853,73.8102146,2.0,1227.2970085470085
Borim,Land,9200000,1394.0,15.3688993,74.0111898,0.0,6599.713055954089
Ponda,Land,9200000,1394.0,15.3979351,74.0079788,0.0,6599.713055954089
Panjim,2 BHK,9200000,10423.0,15.4989946,73.8282141,2.0,882.6633406888611
Arpora,1 BHK,9200000,14003.0,15.5630974,73.7640368,1.0,657.0020709847889
Dabolim,2 BHK,9260000,7229.0,15.3896948,73.8528925,2.0,1280.9517222299073
Dabolim,2 BHK,9260000,7229.0,15.3896948,73.8528925,2.0,1280.9517222299073
Dabolim,Land,9350000,2322.0,15.3896948,73.8528925,0.0,4026.7011197243755
Navelim,2 BHK,9400000,7939.0,15.2565946,73.9664212,2.0,1184.0282151404458
Dabolim,2 BHK,9500000,7415.0,15.3896948,73.8528925,2.0,1281.1867835468645
Aldona,2 BHK,9500000,6789.0,15.5896313,73.8710503,2.0,1399.322433348063
Kadamba Plateau,2 BHK,9500000,8024.0,15.4893121,73.8911462,2.0,1183.9481555333998
Bicholim,Land,9500000,6173.0,15.5557695,73.977291,0.0,1538.959987040337
Kadamba Plateau,2 BHK,9500000,8176.0,15.4893121,73.8911462,2.0,1161.9373776908024
Kadamba Plateau,2 BHK,9500000,10507.0,15.4893121,73.8911462,2.0,904.1591320072333
Porvorim,3 BHK,9500000,7234.0,15.5251795,73.8282988,3.0,1313.2430190765829
Mapusa,2 BHK,9500000,9801.0,15.590853,73.8102146,2.0,969.2888480767268
Vagator,1 BHK,9500000,19880.0,15.5985735,73.7408126,1.0,477.8672032193159
Dabolim,3 BHK,9500000,6333.0,15.3896948,73.8528925,3.0,1500.0789515237643
Old Goa,2 BHK,9500000,7951.0,15.5023329,73.9117432,2.0,1194.818261853855
Moira,4 BHK,9500000,5731.0,15.6006339,73.844194,4.0,1657.6513697435003
Ribandar,2 BHK,9500000,7308.0,15.502891,73.866032,2.0,1299.9452654625068
Bambolim,2 BHK,9500000,9490.0,15.4549212,73.8464479,2.0,1001.0537407797682
Nuvem,3 BHK,9500000,5884.0,15.308184,73.9480748,3.0,1614.5479265805575
Mapusa,2 BHK,9500000,9006.0,15.590853,73.8102146,2.0,1054.8523206751054
Mapusa,2 BHK,9500000,14685.0,15.590853,73.8102146,2.0,646.9186244467144
Dabolim,3 BHK,9500000,8444.0,15.3896948,73.8528925,3.0,1125.0592136428234
Kadamba Plateau,2 BHK,9500000,8826.0,15.4893121,73.8911462,2.0,1076.3652843870384
Varca,2 BHK,9500000,9048.0,15.2314189,73.9432651,2.0,1049.9557913351016
Varca,2 BHK,9500000,7674.0,15.2314189,73.9432651,2.0,1237.946312223091
Caranzalem,2 BHK,9500000,9593.0,15.4677228,73.8079977,2.0,990.3054310434692
Porvorim,2 BHK,9500000,8724.0,15.5251795,73.8282988,2.0,1088.9500229252637
Candolim,1 BHK,9500000,13971.0,15.5201532,73.7659422,1.0,679.9799584854342
Dabolim,Land,9500000,7037.0,15.3896948,73.8528925,0.0,1350.0071053005543
Betalbatim,1 BHK,9500000,11032.0,15.300881,73.9203,1.0,861.1312545322697
Margao,2 BHK,9500000,9294.0,15.272923,73.9583159,2.0,1022.164837529589
Calangute,2 BHK,9500000,17857.0,15.545594,73.7646182,2.0,532.0042560340482
Dabolim,2 BHK,9500000,7415.0,15.3896948,73.8528925,2.0,1281.1867835468645
Siolim,1 BHK,9500000,11216.0,15.6270222,73.7656851,1.0,847.0042796005706
Calangute,2 BHK,9500000,17857.0,15.545594,73.7646182,2.0,532.0042560340482
Tiswadi,Land,9500000,2206.0,15.4904623,73.8838495,0.0,4306.436990027199
Kadamba Plateau,Land,9500000,3934.0,15.4893121,73.8911462,0.0,2414.844941535333
Mapusa,3 BHK,9500000,5963.0,15.590853,73.8102146,3.0,1593.1578064732516
Dona Paula,1 BHK,9500000,9806.0,15.4581997,73.8038671,1.0,968.7946155415052
Mapusa,2 BHK,9500000,9006.0,15.590853,73.8102146,2.0,1054.8523206751054
Thivim,2 BHK,9570000,8700.0,15.6298781,73.8770455,2.0,1100.0
Caranzalem,2 BHK,9600000,7755.0,15.4677228,73.8079977,2.0,1237.9110251450677
Porvorim,2 BHK,9620000,8272.0,15.5251795,73.8282988,2.0,1162.9593810444874
Porvorim,Studio Apartment,9690000,15020.0,15.5251795,73.8282988,0.0,645.1398135818908
Margao,2 BHK,9700000,6437.0,15.272923,73.9583159,2.0,1506.9131583035576
Vasco,3 BHK,9700000,8121.0,15.398403,73.8129178,3.0,1194.4341829823913
Nachinola,2 BHK,9700000,8192.0,15.5920154,73.8545597,2.0,1184.08203125
Porvorim,Land,9700000,15039.0,15.5251795,73.8282988,0.0,644.9896934636612
Nachinola,2 BHK,9700000,8192.0,15.5920154,73.8545597,2.0,1184.08203125
Calangute,Studio Apartment,9750000,17857.0,15.545594,73.7646182,0.0,546.0043680349443
Guirim,3 BHK,9800000,5355.0,15.5670553,73.8036817,3.0,1830.0653594771243
Porvorim,2 BHK,9800000,13575.0,15.5251795,73.8282988,2.0,721.9152854511971
Dona Paula,2 BHK,9800000,8926.0,15.4581997,73.8038671,2.0,1097.9161998655613
Bicholim,1 BHK,9800000,11329.0,15.5557695,73.977291,1.0,865.0366316532792
Kadamba Plateau,2 BHK,9800000,10114.0,15.4893121,73.8911462,2.0,968.9539252521257
Velha,3 BHK,9800000,6128.0,15.5023329,73.9117432,3.0,1599.2167101827677
Velha,3 BHK,9800000,5765.0,15.5023329,73.9117432,3.0,1699.913269731136
Porvorim,2 BHK,9800000,8999.0,15.5251795,73.8282988,2.0,1089.0098899877764
Margao,3 BHK,9800000,6457.0,15.272923,73.9583159,3.0,1517.732693201177
Porvorim,1 BHK,9800000,14000.0,15.5251795,73.8282988,1.0,700.0
Candolim,2 BHK,9900000,9681.0,15.5201532,73.7659422,2.0,1022.6216299969011
Taleigao,2 BHK,9900000,9482.0,15.4702665,73.8225674,2.0,1044.0835266821346
Mopa,Land,9900000,3667.0,15.757828,73.8557746,0.0,2699.7545677665667
Porvorim,2 BHK,9900000,8361.0,15.5251795,73.8282988,2.0,1184.0688912809474
Dabolim,Land,9900000,7333.0,15.3896948,73.8528925,0.0,1350.0613664257467
Siolim,2 BHK,9900000,11791.0,15.6270222,73.7656851,2.0,839.6234416080061
Calangute,1 BHK,9960000,13228.0,15.545594,73.7646182,1.0,752.9482915028727
