Location,BHK,price,sq_feet,latitude,longitude
Calangute,2 BHK,17300000,14382,15.545594,73.7646182
Siolim,2 BHK,17300000,17747,15.6270222,73.7656851
Dabolim,4 BHK,17300000,6794,15.3896948,73.8528925
Sasoli,Land,17500000,796,null,null
Arpora,2 BHK,17500000,13006,15.5630974,73.7640368
Siolim,2 BHK,17500000,14403,15.6270222,73.7656851
Mapsa,4 BHK,17500000,7393,null,null
Calangute,1 BHK,17500000,31877,15.545594,73.7646182
Candolim,2 BHK,17500000,14780,15.5201532,73.7659422
Vasco,3 BHK,17500000,7778,15.398403,73.8129178
Porvorim,2 BHK,17500000,13575,15.5251795,73.8282988
Colva,3 BHK,17500000,11667,15.278266,73.9197099
Panjim,3 BHK,17500000,8750,15.4989946,73.8282141
Candolim,2 BHK,17500000,17570,15.5201532,73.7659422
Candolim,2 BHK,17500000,14287,15.5201532,73.7659422
Porvorim,3 BHK,17500000,11060,15.5251795,73.8282988
Candolim,2 BHK,17500000,14287,15.5201532,73.7659422
Siolim,2 BHK,17500000,18064,15.6270222,73.7656851
Nuvem,3 BHK,17500000,6369,15.308184,73.9480748
Siolim,2 BHK,17500000,16258,15.6270222,73.7656851
Goa,2 BHK,17500000,14403,15.4989946,73.8282141
Margao,3 BHK,17500000,7779,15.272923,73.9583159
Dona Paula,2 BHK,17500000,13217,15.4581997,73.8038671
Dona Paula,3 BHK,17500000,18777,15.4581997,73.8038671
Kadamba Plateau,3 BHK,17500000,9429,15.4893121,73.8911462
Sangolda,2 BHK,17500000,10938,15.5454334,73.8114185
Caranzalem,3 BHK,17500000,9032,15.4677228,73.8079977
Candolim,2 BHK,17500000,14387,15.5201532,73.7659422
Panjim,3 BHK,17500000,8788,15.4989946,73.8282141
Porvorim,2 BHK,17500000,13575,15.5251795,73.8282988
Candolim,2 BHK,17500000,17500,15.5201532,73.7659422
Navelim,Land,17500000,2322,15.2565946,73.9664212
Porvorim,3 BHK,17500000,13575,15.5251795,73.8282988
Arambol,Land,17500000,4064,15.6878815,73.7055986
Taleigao,3 BHK,17500000,10540,15.4702665,73.8225674
Dona Paula,2 BHK,17500000,13217,15.4581997,73.8038671
Candolim,2 BHK,17500000,19500,15.5201532,73.7659422
Taleigao,2 BHK,17700000,12091,15.4702665,73.8225674
Dabolim,4 BHK,17800000,6980,15.3896948,73.8528925
Dabolim,4 BHK,17800000,6980,15.3896948,73.8528925
Porvorim,3 BHK,18000000,13575,15.5251795,73.8282988
Candolim,2 BHK,18000000,18176,15.5201532,73.7659422
Calangute,2 BHK,18000000,15254,15.545594,73.7646182
Ponda,Land,18000000,2787,15.3979351,74.0079788
Candolim,2 BHK,18000000,18072,15.5201532,73.7659422
Candolim,2 BHK,18000000,14287,15.5201532,73.7659422
Parra,Land,18000000,3339,15.573657,73.7931724
Calangute,2 BHK,18000000,17419,15.545594,73.7646182
Caranzalem,3 BHK,18000000,11299,15.4677228,73.8079977
Colvale,Land,18000000,3981,15.6444652,73.836751
Reis Magos,3 BHK,18000000,13846,15.4966011,73.8095534
Siolim,2 BHK,18000000,16235,15.6270222,73.7656851
Anjuna,2 BHK,18000000,15926,15.5850408,73.7438151
Taleigao,2 BHK,18000000,13271,15.4702665,73.8225674
Assagao,1 BHK,18000000,11944,15.5981002,73.7721529
Colva,Land,18300000,3252,15.278266,73.9197099
Telaulim,Land,18300000,15958,15.24329,73.956604
Porvorim,3 BHK,18300000,13575,15.5251795,73.8282988
Porvorim,Land,18400000,6027,15.5251795,73.8282988
Dabolim,4 BHK,18500000,7260,15.3896948,73.8528925
Dabolim,Land,18500000,9241,15.3896948,73.8528925
Raia,3 BHK,18500000,7485,15.31364,73.9840684
Benaulim,Land,18500000,2322,15.2601367,73.9275675
Taleigao,2 BHK,18500000,16818,15.4702665,73.8225674
Bambolim,Land,18500000,3437,15.4549212,73.8464479
Arpora,2 BHK,18500000,20001,15.5630974,73.7640368
Dona Paula,3 BHK,18500000,9548,15.4581997,73.8038671
Dona Paula,Land,18500000,6052,15.4581997,73.8038671
Candolim,1 BHK,18500000,27407,15.5201532,73.7659422
Dabolim,4 BHK,18500000,7260,15.3896948,73.8528925
Dona Paula,3 BHK,18600000,19580,15.4581997,73.8038671
Panjim,Office Space,18700000,11430,15.4989946,73.8282141
Siolim,2 BHK,18800000,16634,15.6270222,73.7656851
Panjim,2 BHK,18800000,18384,15.4989946,73.8282141
Arpora,2 BHK,18900000,13935,15.5630974,73.7640368
Utorda,4 BHK,18900000,5729,15.3243076,73.9097235
Candolim,2 BHK,19000000,17651,15.5201532,73.7659422
Candolim,2 BHK,19000000,7915,15.5201532,73.7659422
Candolim,2 BHK,19000000,14287,15.5201532,73.7659422
Candolim,2 BHK,19000000,14287,15.5201532,73.7659422
Old Goa,3 BHK,19000000,7845,15.5023329,73.9117432
Caranzalem,3 BHK,19000000,11388,15.4677228,73.8079977
Betalbatim,Land,19000000,3923,15.300881,73.9203
Issorcim,Land,19100000,38254,null,null
Calangute,2 BHK,19100000,17857,15.545594,73.7646182
Majorda,Land,19200000,2973,15.3132484,73.9103868
Thivim,Land,19200000,12000,15.6298781,73.8770455
Caranzalem,3 BHK,19300000,11953,15.4677228,73.8079977
Taleigao,3 BHK,19400000,12177,15.4702665,73.8225674
Candolim,3 BHK,19500000,10317,15.5201532,73.7659422
Candolim,2 BHK,19500000,14287,15.5201532,73.7659422
Porvorim,3 BHK,19500000,13883,15.5251795,73.8282988
Vasco,4 BHK,19500000,7486,15.398403,73.8129178
Miramar,2 BHK,19500000,21304,15.4827569,73.8093495
Taleigao,Land,19500000,6038,15.4702665,73.8225674
Anjuna,2 BHK,19500000,19898,15.5850408,73.7438151
Taleigao,3 BHK,19500000,13127,15.4702665,73.8225674
Kadamba Plateau,3 BHK,19500000,12940,15.4893121,73.8911462
Porvorim,3 BHK,19700000,13575,15.5251795,73.8282988
Porvorim,Land,19800000,5110,15.5251795,73.8282988
Panjim,2 BHK,20000000,14815,15.4989946,73.8282141
Panjim,Office Space,20000000,11614,15.4989946,73.8282141
Panaji,3 BHK,20000000,10802,15.4989946,73.8282141
Mapusa,3 BHK,20000000,12993,15.590853,73.8102146
Porvorim,3 BHK,20000000,8848,15.5251795,73.8282988
Panjim,2 BHK,20000000,14815,15.4989946,73.8282141
Ucassaim,Land,20000000,14545,15.5815901,73.8415693
Khorlim,Land,20000000,2297,15.5962895,73.7988996
Candolim,2 BHK,20000000,15880,15.5201532,73.7659422
Fatorda,3 BHK,20000000,6460,15.2981753,73.9715379
Raia,3 BHK,20000000,12387,15.31364,73.9840684
Dabolim,3 BHK,20000000,14292,15.3896948,73.8528925
Dabolim,3 BHK,20000000,14292,15.3896948,73.8528925
Panaji,2 BHK,20000000,15106,15.4989946,73.8282141
Arpora,2 BHK,20000000,20001,15.5630974,73.7640368
Ucassaim,Land,20000000,14545,15.5815901,73.8415693
Dona Paula,2 BHK,20000000,15106,15.4581997,73.8038671
Taleigao,3 BHK,20000000,10802,15.4702665,73.8225674
Margao,5 BHK,20000000,11261,15.272923,73.9583159
Dhargal,Land,20000000,2500,null,null
Ponda,Land,20000000,11765,15.3979351,74.0079788
Sancoale,Land,20000000,5401,15.3886307,73.8893336
Cavelossim,4 BHK,20000000,7974,15.1845618,73.9456314
Porvorim,3 BHK,20000000,13575,15.5251795,73.8282988
Kadamba Plateau,2 BHK,20000000,10000,15.4893121,73.8911462
Porvorim,3 BHK,20000000,7432,15.5251795,73.8282988
Betalbatim,3 BHK,20000000,11628,15.300881,73.9203
Curchorem,Land,20000000,16667,15.2617381,74.1082756
Old Goa,3 BHK,20000000,5583,15.5023329,73.9117432
Margao,3 BHK,20000000,7834,15.272923,73.9583159
Kadamba Plateau,5 BHK,20000000,5309,15.4893121,73.8911462
Margao,5 BHK,20000000,5063,15.272923,73.9583159
Calangute,Land,20000000,6193,15.545594,73.7646182
Panjim,3 BHK,20000000,12993,15.4989946,73.8282141
Porvorim,3 BHK,20000000,7840,15.5251795,73.8282988
Taleigao,3 BHK,20300000,10540,15.4702665,73.8225674
Sircaim,Land,20400000,8500,15.6244317,73.8788724
Arpora,3 BHK,20500000,9951,15.5630974,73.7640368
Calangute,2 BHK,20600000,15724,15.545594,73.7646182
Aldona,Land,20700000,4547,15.5896313,73.8710503
Calangute,2 BHK,20800000,17857,15.545594,73.7646182
Assagao,2 BHK,20900000,18661,15.5981002,73.7721529
Taleigao,3 BHK,21000000,10540,15.4702665,73.8225674
Morjim,10 BHK,21000000,4884,15.6294635,73.7358315
Mopa,Land,21000000,58333,15.757828,73.8557746
Taleigao,3 BHK,21000000,13191,15.4702665,73.8225674
Sancoale,3 BHK,21000000,8824,15.3886307,73.8893336
Siolim,2 BHK,21000000,17270,15.6270222,73.7656851
Siolim,2 BHK,21000000,11634,15.6270222,73.7656851
Mapusa,3 BHK,21000000,10545,15.590853,73.8102146
Siolim,2 BHK,21500000,19582,15.6270222,73.7656851
Dona Paula,4 BHK,21500000,19580,15.4581997,73.8038671
Dona Paula,4 BHK,21500000,19580,15.4581997,73.8038671
Dabolim,Land,21700000,3252,15.3896948,73.8528925
Candolim,2 BHK,21700000,16799,15.5201532,73.7659422
Bogmalo,Land,21800000,20018,15.3696321,73.8359166
Candolim,2 BHK,22000000,13819,15.5201532,73.7659422
Assagao,2 BHK,22000000,22478,15.5981002,73.7721529
Calangute,4 BHK,22000000,11354,15.545594,73.7646182
Karaswada,3 BHK,22000000,6131,15.6104102,73.8266444
Caranzalem,3 BHK,22000000,14095,15.4677228,73.8079977
Caranzalem,3 BHK,22000000,12774,15.4677228,73.8079977
Betalbatim,Land,22000000,4542,15.300881,73.9203
Panaji,3 BHK,22000000,14193,15.4989946,73.8282141
Raia,4 BHK,22000000,8078,15.31364,73.9840684
Raia,4 BHK,22000000,8078,15.31364,73.9840684
Raia,4 BHK,22000000,8175,15.31364,73.9840684
Raia,4 BHK,22000000,8175,15.31364,73.9840684
Raia,4 BHK,22000000,8175,15.31364,73.9840684
Raia,4 BHK,22000000,8175,15.31364,73.9840684
Mandrem,Land,22000000,1022,15.6551117,73.7197877
Calangute,2 BHK,22100000,17857,15.545594,73.7646182
Kadamba Plateau,4 BHK,22100000,8149,15.4893121,73.8911462
Benaulim,Land,22200000,3252,15.2601367,73.9275675
Siolim,2 BHK,22200000,17747,15.6270222,73.7656851
Colva,Land,22400000,3252,15.278266,73.9197099
Miramar,3 BHK,22500000,12668,15.4827569,73.8093495
Siolim,2 BHK,22500000,19535,15.6270222,73.7656851
Dona Paula,2 BHK,22500000,13353,15.4581997,73.8038671
Majorda,Land,22500000,1394,15.3132484,73.9103868
Dona Paula,2 BHK,22500000,19580,15.4581997,73.8038671
Dona Paula,3 BHK,22500000,11118,15.4581997,73.8038671
Porvorim,Land,22500000,2613,15.5251795,73.8282988
Arpora,3 BHK,22500000,10227,15.5630974,73.7640368
Taleigao,3 BHK,22500000,10540,15.4702665,73.8225674
Siolim,2 BHK,22500000,13235,15.6270222,73.7656851
Calangute,Land,22500000,3966,15.545594,73.7646182
Dona Paula,2 BHK,22500000,20053,15.4581997,73.8038671
Siolim,3 BHK,22500000,12224,15.6270222,73.7656851
Povorim,3 BHK,22500000,13146,null,null
Siolim,Land,22500000,6970,15.6270222,73.7656851
Nuvem,3 BHK,22500000,6369,15.308184,73.9480748
Calangute,3 BHK,22500000,11250,15.545594,73.7646182
Panjim,3 BHK,22500000,13485,15.4989946,73.8282141
Dona Paula,2 BHK,22500000,20053,15.4581997,73.8038671
Candolim,2 BHK,22500000,9954,15.5201532,73.7659422
Calangute,3 BHK,22600000,12309,15.545594,73.7646182
Guirim,Land,22900000,4180,15.5670553,73.8036817
Old Goa,2 BHK,23000000,24211,15.5023329,73.9117432
Calangute,2 BHK,23000000,17857,15.545594,73.7646182
Nerul,2 BHK,23000000,17424,15.5093392,73.7846696
Siolim,2 BHK,23000000,14375,15.6270222,73.7656851
Dabolim,3 BHK,23000000,8444,15.3896948,73.8528925
Majorda,3 BHK,23000000,14375,15.3132484,73.9103868
Margao,3 BHK,23000000,11871,15.272923,73.9583159
Porvorim,3 BHK,23000000,10684,15.5251795,73.8282988
Mopa,Land,23200000,889,15.757828,73.8557746
Aldona,Land,23200000,5095,15.5896313,73.8710503
Kadamba Plateau,4 BHK,23200000,8555,15.4893121,73.8911462
Porvorim,3 BHK,23500000,14700,15.5251795,73.8282988
Siolim,2 BHK,23500000,17871,15.6270222,73.7656851
Mandrem,2 BHK,23500000,16846,15.6551117,73.7197877
Siolim,2 BHK,23500000,17747,15.6270222,73.7656851
Chorao,Land,23600000,1115,15.5473117,73.8777787
Bardez,Land,23800000,4180,15.5877201,73.8115174
Reis Magos,3 BHK,24000000,12741,15.4966011,73.8095534
Arpora,2 BHK,24000000,13333,15.5630974,73.7640368
Goa,4 BHK,24000000,5994,15.4989946,73.8282141
Bainguinim,Land,24000000,7843,15.5003488,73.9022881
Panjim,3 BHK,24000000,12390,15.4989946,73.8282141
Siolim,2 BHK,24000000,16552,15.6270222,73.7656851
Assagao,Land,24000000,60000,15.5981002,73.7721529
Dona Paula,3 BHK,24000000,11147,15.4581997,73.8038671
Margao,Land,24000000,4459,15.272923,73.9583159
Porvorim,2 BHK,24100000,167361,15.5251795,73.8282988
Guirim,Land,24100000,49691,15.5670553,73.8036817
Khorlim,Land,24200000,2787,15.5962895,73.7988996
Arpora,3 BHK,24500000,14225,15.5630974,73.7640368
Colva,4 BHK,24500000,9256,15.278266,73.9197099
Candolim,2 BHK,24500000,18148,15.5201532,73.7659422
Utorda,4 BHK,24600000,5728,15.3243076,73.9097235
Cuncolim,Land,25000000,1896,15.1801323,73.9978596
Cuncolim,Land,25000000,1896,15.1801323,73.9978596
Siolim,Land,25000000,7742,15.6270222,73.7656851
Saligao,Land,25000000,7146,15.5462074,73.7891386
Vagator,2 BHK,25000000,22624,15.5985735,73.7408126
Sancoale,4 BHK,25000000,12160,15.3886307,73.8893336
Sancoale,Villa,25000000,12160,15.3886307,73.8893336
Nerul,3 BHK,25000000,18519,15.5093392,73.7846696
Candolim,4 BHK,25000000,10000,15.5201532,73.7659422
Arambol,Land,25000000,210,15.6878815,73.7055986
Porvorim,2 BHK,25000000,10870,15.5251795,73.8282988
Porvorim,3 BHK,25000000,11060,15.5251795,73.8282988
Anjuna,2 BHK,25000000,33179,15.5850408,73.7438151
Saligao,Land,25000000,7146,15.5462074,73.7891386
Saligao,Land,25000000,7146,15.5462074,73.7891386
Dona Paula,2 BHK,25000000,14425,15.4581997,73.8038671
Kesarvale,Land,25000000,6144,15.3834701,73.9290395
Pernem,Land,25000000,5363,15.7089964,73.8167602
Old Goa,Land,25000000,1327,15.5023329,73.9117432
Miramar,3 BHK,25000000,15180,15.4827569,73.8093495
Shiroda,Land,25000000,893,15.3204056,74.0294384
Porvorim,3 BHK,25000000,13575,15.5251795,73.8282988
Margao,4 BHK,25000000,10322,15.272923,73.9583159
Anjuna,2 BHK,25000000,38462,15.5850408,73.7438151
Porvorim,4 BHK,25000000,9883,15.5251795,73.8282988
Raia,4 BHK,25000000,8570,15.31364,73.9840684
Raia,4 BHK,25000000,8570,15.31364,73.9840684
Porvorim,Land,25000000,5049,15.5251795,73.8282988
Benaulim,4 BHK,25000000,8994,15.2601367,73.9275675
Candolim,3 BHK,25000000,14287,15.5201532,73.7659422
Siolim,3 BHK,25000000,11612,15.6270222,73.7656851
Kesarvale,Land,25000000,6144,15.3834701,73.9290395
Aldona,Land,25000000,4645,15.5896313,73.8710503
Majorda,2 BHK,25000000,16667,15.3132484,73.9103868
Caranzalem,4 BHK,25000000,12554,15.4677228,73.8079977
Caranzalem,3 BHK,25500000,14042,15.4677228,73.8079977
Arpora,3 BHK,25500000,20001,15.5630974,73.7640368
Arpora,2 BHK,25500000,14167,15.5630974,73.7640368
Calangute,2 BHK,25600000,17857,15.545594,73.7646182
Calangute,2 BHK,25800000,17857,15.545594,73.7646182
Siolim,Land,26000000,8051,15.6270222,73.7656851
Calangute,2 BHK,26000000,17857,15.545594,73.7646182
Camurlim,Land,26200000,6954,15.6446615,73.8018179
Porvorim,4 BHK,26500000,20866,15.5251795,73.8282988
Dona Paula,3 BHK,26500000,11040,15.4581997,73.8038671
Porvorim,4 BHK,26500000,9779,15.5251795,73.8282988
Reis Magos,3 BHK,26600000,13300,15.4966011,73.8095534
Porvorim,3 BHK,26600000,5729,15.5251795,73.8282988
Reis Magos,3 BHK,27000000,9647,15.4966011,73.8095534
Arpora,3 BHK,27000000,15388,15.5630974,73.7640368
Nerul,3 BHK,27000000,9310,15.5093392,73.7846696
Arpora,3 BHK,27000000,163636,15.5630974,73.7640368
Tiswadi,Land,27000000,8361,15.4904623,73.8838495
Assolna,Land,27000000,2640,15.1801582,73.9713569
Caranzalem,2 BHK,27000000,14042,15.4677228,73.8079977
Porvorim,2 BHK,27000000,18243,15.5251795,73.8282988
Anjuna,2 BHK,27100000,12318,15.5850408,73.7438151
Porvorim,Land,27100000,5473,15.5251795,73.8282988
Aldona,Land,27100000,3252,15.5896313,73.8710503
Porvorim,Land,27300000,6038,15.5251795,73.8282988
Miramar,3 BHK,27500000,12051,15.4827569,73.8093495
Chicalim,Land,27500000,1703,15.3918926,73.8344664
Porvorim,Land,27500000,7514,15.5251795,73.8282988
Dona Paula,2 BHK,27500000,17032,15.4581997,73.8038671
Panjim,3 BHK,27500000,12774,15.4989946,73.8282141
Porvorim,3 BHK,27500000,13575,15.5251795,73.8282988
Guirim,5 BHK,27500000,9604,15.5670553,73.8036817
Candolim,3 BHK,27500000,2762,15.5201532,73.7659422
Kundaim,Industrial Building,27500000,5627,15.4597358,73.961307
Caranzalem,3 BHK,27500000,12051,15.4677228,73.8079977
Candolim,2 BHK,27500000,15493,15.5201532,73.7659422
Candolim,3 BHK,27500000,14287,15.5201532,73.7659422
Siolim,2 BHK,27900000,18467,15.6270222,73.7656851
Saligao,3 BHK,28000000,8005,15.5462074,73.7891386
Colvale,3 BHK,28000000,20835,15.6444652,73.836751
Dona Paula,3 BHK,28000000,13109,15.4581997,73.8038671
Porvorim,Land,28000000,6968,15.5251795,73.8282988
Arpora,3 BHK,28000000,20000,15.5630974,73.7640368
Candolim,2 BHK,28000000,21053,15.5201532,73.7659422
Candolim,2 BHK,28000000,14287,15.5201532,73.7659422
Parra,3 BHK,28000000,14614,15.573657,73.7931724
Kadamba Plateau,4 BHK,28000000,12099,15.4893121,73.8911462
Margaon,4 BHK,28100000,8583,15.3215796,73.9848376
Calangute,3 BHK,28900000,17857,15.545594,73.7646182
Porvorim,4 BHK,28900000,10687,15.5251795,73.8282988
Nagoa,4 BHK,29000000,17961,15.5545419,73.779931
Nagoa,4 BHK,29000000,17961,15.5545419,73.779931
Nagoa,4 BHK,29000000,17961,15.5545419,73.779931
Assagao,2 BHK,29000000,39295,15.5981002,73.7721529
Margao,3 BHK,29100000,11412,15.272923,73.9583159
Arpora,4 BHK,29500000,12447,15.5630974,73.7640368
Canca,3 BHK,29500000,15933,15.5831807,73.7984276
Margao,4 BHK,29500000,10536,15.272923,73.9583159
Porvorim,3 BHK,29500000,9753,15.5251795,73.8282988
Porvorim,4 BHK,29800000,13575,15.5251795,73.8282988
Guirim,3 BHK,30000000,6881,15.5670553,73.8036817
Seraulim,5 BHK,30000000,6407,null,null
Reis Magos,3 BHK,30000000,11148,15.4966011,73.8095534
Dona Paula,2 BHK,30000000,17804,15.4581997,73.8038671
Candolim,3 BHK,30000000,22296,15.5201532,73.7659422
Morjim,7 BHK,30000000,8108,15.6294635,73.7358315
Miramar,3 BHK,30000000,21304,15.4827569,73.8093495
Reis Magos,2 BHK,30000000,13846,15.4966011,73.8095534
Porvorim,Land,30000000,6059,15.5251795,73.8282988
Porvorim,Land,30000000,4684,15.5251795,73.8282988
Guirim,Land,30000000,5574,15.5670553,73.8036817
Nachinola,3 BHK,30000000,16216,15.5920154,73.8545597
Miramar,2 BHK,30000000,19907,15.4827569,73.8093495
Nachinola,2 BHK,30000000,8471,15.5920154,73.8545597
Miramar,3 BHK,30000000,17981,15.4827569,73.8093495
Curtorim,3 BHK,30000000,11612,15.289893,74.0221562
Moira,2 BHK,30000000,11966,15.6006339,73.844194
Guirim,Land,30000000,1394,15.5670553,73.8036817
Mandrem,Land,30000000,1388,15.6551117,73.7197877
Navelim,3 BHK,30000000,17865,15.2565946,73.9664212
Porvorim,Land,30500000,4762,15.5251795,73.8282988
Mopa,4 BHK,31000000,8611,15.757828,73.8557746
Carmona,4 BHK,31000000,14472,15.1976008,73.9510757
Bambolim,4 BHK,31000000,11923,15.4549212,73.8464479
Porvorim,Land,31000000,4840,15.5251795,73.8282988
Guirim,5 BHK,31000000,13090,15.5670553,73.8036817
Parra,Land,31000000,7763,15.573657,73.7931724
Margao,Land,31200000,4180,15.272923,73.9583159
Povorim,Land,31500000,6967,null,null
Arpora,3 BHK,32000000,17487,15.5630974,73.7640368
Panjim,4 BHK,32000000,13700,15.4989946,73.8282141
Anjuna,3 BHK,32000000,18580,15.5850408,73.7438151
Reis Magos,3 BHK,32000000,12925,15.4966011,73.8095534
Betalbatim,3 BHK,32000000,7168,15.300881,73.9203
Dona Paula,3 BHK,32000000,19580,15.4581997,73.8038671
Thivim,Land,32000000,1865,15.6298781,73.8770455
Sasoli,Land,32500000,739,null,null
Baga,3 BHK,32500000,13542,15.5592836,73.7539656
Porvorim,3 BHK,32500000,8978,15.5251795,73.8282988
Assagao,3 BHK,32500000,22478,15.5981002,73.7721529
Mandrem,Land,32500000,4800,15.6551117,73.7197877
Colvale,Land,32500000,31707,15.6444652,73.836751
Siolim,Land,32500000,6038,15.6270222,73.7656851
Siolim,3 BHK,32500000,17747,15.6270222,73.7656851
Arpora,3 BHK,32500000,15096,15.5630974,73.7640368
Candolim,4 BHK,32500000,13127,15.5201532,73.7659422
Dona Paula,Land,32500000,108333,15.4581997,73.8038671
Navelim,3 BHK,32500000,19185,15.2565946,73.9664212
Saligao,3 BHK,33000000,14599,15.5462074,73.7891386
Mopa,3 BHK,33000000,7333,15.757828,73.8557746
Porvorim,3 BHK,33000000,11525,15.5251795,73.8282988
Assagao,3 BHK,33000000,19186,15.5981002,73.7721529
Saligao,3 BHK,33000000,13935,15.5462074,73.7891386
Mandrem,3 BHK,33000000,14667,15.6551117,73.7197877
Siolim,2 BHK,33900000,20592,15.6270222,73.7656851
Parra,Land,33900000,7432,15.573657,73.7931724
Sancoale,3 BHK,34000000,7288,15.3886307,73.8893336
Arambol,4 BHK,34000000,12593,15.6878815,73.7055986
Nerul,2 BHK,34100000,18228,15.5093392,73.7846696
Carmona,6 BHK,34500000,6449,15.1976008,73.9510757
Anjuna,4 BHK,34900000,13509,15.5850408,73.7438151
Assagao,3 BHK,35000000,17500,15.5981002,73.7721529
Porvorim,3 BHK,35000000,13575,15.5251795,73.8282988
Miramar,2 BHK,35000000,25012,15.4827569,73.8093495
Cavelossim,10 BHK,35000000,10096,15.1845618,73.9456314
Verla,2 BHK,35000000,24221,15.5869941,73.7829566
Anjuna,4 BHK,35000000,20649,15.5850408,73.7438151
Moira,Land,35000000,3941,15.6006339,73.844194
Panjim,1 BHK,350000,4667,15.4989946,73.8282141
Pernem,Land,35000000,565,15.7089964,73.8167602
Navelim,3 BHK,35000000,8578,15.2565946,73.9664212
Saipem,3 BHK,35000000,16258,null,null
Chicalim,4 BHK,35000000,11824,15.3918926,73.8344664
Porvorim,Land,35000000,5465,15.5251795,73.8282988
Porvorim,3 BHK,35000000,23225,15.5251795,73.8282988
Porvorim,4 BHK,35000000,12554,15.5251795,73.8282988
Carmona,3 BHK,35000000,13719,15.1976008,73.9510757
Panjim,1 BHK,350000,4667,15.4989946,73.8282141
Bicholim,3 BHK,35000000,14583,15.5557695,73.977291
Panjim,1 BHK,350000,4667,15.4989946,73.8282141
Camurlim,Land,35000000,985,15.6446615,73.8018179
Panjim,3 BHK,35200000,15572,15.4989946,73.8282141
Fatorda,Land,35400000,4090,15.2981753,73.9715379
Borda,Land,35500000,2274,null,null
Saligao,3 BHK,35900000,19058,15.5462074,73.7891386
Panjim,5 BHK,36000000,11001,15.4989946,73.8282141
Velsao,Land,36000000,2158,15.354467,73.8839713
Arpora,2 BHK,36000000,16079,15.5630974,73.7640368
Old Goa,Land,36000000,557,15.5023329,73.9117432
Panjim,4 BHK,36000000,15555,15.4989946,73.8282141
Dona Paula,2 BHK,36900000,18580,15.4581997,73.8038671
Shiroda,Land,37000000,6572,15.3204056,74.0294384
Parra,Land,37000000,8477,15.573657,73.7931724
Panjim,5 BHK,37000000,14565,15.4989946,73.8282141
Dona Paula,2 BHK,37000000,18500,15.4581997,73.8038671
Colva,4 BHK,37000000,27067,15.278266,73.9197099
Siolim,3 BHK,37000000,18091,15.6270222,73.7656851
Porvorim,Land,37200000,5741,15.5251795,73.8282988
Thivim,4 BHK,37500000,6725,15.6298781,73.8770455
Dona Paula,3 BHK,37500000,26060,15.4581997,73.8038671
Canconna,Land,37500000,139,null,null
Guirim,3 BHK,37500000,11612,15.5670553,73.8036817
Anjuna,4 BHK,37500000,14516,15.5850408,73.7438151
Porvorim,Land,37500000,1394,15.5251795,73.8282988
Vagator,Land,37500000,6871,15.5985735,73.7408126
Aldona,Land,37500000,5739,15.5896313,73.8710503
Porvorim,3 BHK,38000000,14615,15.5251795,73.8282988
Porvorim,4 BHK,38000000,19612,15.5251795,73.8282988
Nagoa,4 BHK,38000000,16810,15.5545419,73.779931
Saipem,2 BHK,38500000,20157,null,null
Calangute,3 BHK,38900000,16278,15.545594,73.7646182
Calangute,4 BHK,38900000,20889,15.545594,73.7646182
Calangute,4 BHK,38900000,16208,15.545594,73.7646182
Calangute,4 BHK,38900000,20769,15.545594,73.7646182
Bambolim,Land,39000000,7246,15.4549212,73.8464479
Siolim,3 BHK,39000000,17747,15.6270222,73.7656851
Varca,4 BHK,39000000,9478,15.2314189,73.9432651
Margao,4 BHK,39500000,14107,15.272923,73.9583159
Calangute,4 BHK,39500000,21089,15.545594,73.7646182
Canconna,3 BHK,39500000,21944,null,null
Nuvem,5 BHK,39900000,9975,15.308184,73.9480748
Pernem,3 BHK,39900000,11232,15.7089964,73.8167602
Nachinola,3 BHK,39900000,16258,15.5920154,73.8545597
Curca,4 BHK,40000000,11261,15.4608194,73.8778694
Margao,Office Space,40000000,18579,15.272923,73.9583159
Dona Paula,3 BHK,40000000,16370,15.4581997,73.8038671
Anjuna,4 BHK,40000000,17695,15.5850408,73.7438151
Dona Paula,3 BHK,40000000,24130,15.4581997,73.8038671
Dona Paula,3 BHK,40000000,18692,15.4581997,73.8038671
Caranzalem,3 BHK,40000000,17153,15.4677228,73.8079977
Anjuna,3 BHK,40000000,25279,15.5850408,73.7438151
Dona Paula,4 BHK,40000000,14516,15.4581997,73.8038671
Betalbatim,Land,40000000,1486,15.300881,73.9203
Panjim,3 BHK,40000000,11434,15.4989946,73.8282141
Kadamba Plateau,4 BHK,40000000,11987,15.4893121,73.8911462
Guirim,Land,40000000,4247,15.5670553,73.8036817
Bicholim,Land,40000000,26667,15.5557695,73.977291
Panaji,Office Space,40000000,13765,15.4989946,73.8282141
Candolim,3 BHK,40000000,15534,15.5201532,73.7659422
Panaji,Office Space,40000000,16892,15.4989946,73.8282141
Divar Island,Land,40000000,1906,15.5250877,73.9078163
Reis Magos,3 BHK,40000000,13846,15.4966011,73.8095534
Anjuna,4 BHK,40000000,11686,15.5850408,73.7438151
Porvorim,3 BHK,40100000,18534,15.5251795,73.8282988
Ribandar,4 BHK,41000000,13365,15.502891,73.866032
Benaulim,2 BHK,41000000,20000,15.2601367,73.9275675
Ribandar,4 BHK,41000000,13368,15.502891,73.866032
Ribandar,4 BHK,41000000,13369,15.502891,73.866032
Ribandar,4 BHK,41000000,13369,15.502891,73.866032
