Location,BHK,price,sq_feet,latitude,longitude
Carambolim Lake,1 BHK,5200000,6933,15.4935912,73.9233578
Calangute,Studio Apartment,5200000,10379,15.545594,73.7646182
Nagoa,1 BHK,5200000,10097,15.5545419,73.779931
Ponda,2 BHK,5250000,4646,15.3979351,74.0079788
Candolim,Studio Apartment,5300000,14287,15.5201532,73.7659422
Assonora,Land,5320000,1952,15.6195608,73.9005334
Panjim,1 BHK,5350000,7589,15.4989946,73.8282141
Cansaulim,2 BHK,5350000,4689,15.3449171,73.8975655
Panjim,1 BHK,5350000,7766,15.4989946,73.8282141
Kundaim,2 BHK,5400000,5284,15.4597358,73.961307
Saligao,2 BHK,5400000,3857,15.5462074,73.7891386
Baga,1 BHK,5400000,8958,15.5592836,73.7539656
Corlim,2 BHK,541500000,529530,15.4948124,73.9465928
Cuncolim,Land,5430000,1394,15.1801323,73.9978596
Thivim,1 BHK,5450000,6572,15.6298781,73.8770455
Margao,2 BHK,5500000,3438,15.272923,73.9583159
Calangute,1 BHK,5500000,9641,15.545594,73.7646182
Siolim,2 BHK,5500000,6813,15.6270222,73.7656851
Arpora,1 BHK,5500000,9826,15.5630974,73.7640368
Canca,2 BHK,5500000,4866,15.5831807,73.7984276
Revora,1 BHK,5500000,7405,15.6566956,73.8464744
Calangute,1 BHK,5500000,11156,15.545594,73.7646182
Canacona,1 BHK,5500000,6308,15.0068417,74.0394887
Canca,2 BHK,5500000,4866,15.5831807,73.7984276
Ponda,2 BHK,5500000,5322,15.3979351,74.0079788
Mapusa,1 BHK,5500000,6636,15.590853,73.8102146
Colva,1 BHK,5500000,7143,15.278266,73.9197099
Porvorim,2 BHK,5500000,5873,15.5251795,73.8282988
Goa,2 BHK,5500000,3235,15.4989946,73.8282141
Calangute,1 BHK,5500000,6999,15.545594,73.7646182
Karaswada,2 BHK,5500000,6732,15.6104102,73.8266444
Margao,2 BHK,5500000,9294,15.272923,73.9583159
Benaulim,2 BHK,5500000,5000,15.2601367,73.9275675
Panaji,1 BHK,5500000,10185,15.4989946,73.8282141
Merces,Land,5500000,1703,15.4828297,73.8538551
Sancoale,2 BHK,5500000,5000,15.3886307,73.8893336
Dabolim,3 BHK,5500000,8444,15.3896948,73.8528925
Vasco,2 BHK,5500000,5340,15.398403,73.8129178
Orgao,2 BHK,5500000,null,15.5099376,73.9617098
Bambolim,Land,5500000,1703,15.4549212,73.8464479
Fatorda,2 BHK,5500000,6460,15.2981753,73.9715379
Calangute,1 BHK,5500000,9290,15.545594,73.7646182
Porvorim,1 BHK,5500000,13575,15.5251795,73.8282988
Duler,1 BHK,5510000,7350,15.6000769,73.8161301
Old Goa,Land,5550000,1719,15.5023329,73.9117432
Mugrupoim,2 BHK,5550000,4687,null,null
Sanquelim,3 BHK,5600000,4335,15.5626483,74.0114543
Candolim,1 BHK,5600000,8615,15.5201532,73.7659422
Dabolim,Studio Apartment,5600000,16867,15.3896948,73.8528925
Calangute,1 BHK,5600000,11178,15.545594,73.7646182
Davorlim,2 BHK,5700000,5191,null,null
Margao,2 BHK,5700000,5191,15.272923,73.9583159
Porvorim,1 BHK,5700000,7906,15.5251795,73.8282988
Porvorim,1 BHK,5700000,11400,15.5251795,73.8282988
Calangute,1 BHK,5700000,9991,15.545594,73.7646182
Aquem,2 BHK,5700000,7348,15.2722287,73.9700286
Arpora,1 BHK,5760000,20001,15.5630974,73.7640368
Fatorda,2 BHK,5800000,6460,15.2981753,73.9715379
Kadamba Plateau,2 BHK,5800000,6339,15.4893121,73.8911462
Anjuna,2 BHK,5800000,5672,15.5850408,73.7438151
Loutolim,Land,5850000,1672,15.3400173,73.9860024
Chicalim,1 BHK,5870000,10861,15.3918926,73.8344664
Oxel,Land,587200000,48933,15.2863172,74.2512259
Carambolim Lake,3 BHK,5900000,4694,15.4935912,73.9233578
Siolim,1 BHK,5900000,14750,15.6270222,73.7656851
Dabolim,1 BHK,5900000,11456,15.3896948,73.8528925
Margaon,2 BHK,5900000,5593,15.3215796,73.9848376
Margao goa,2 BHK,5900000,6527,15.2715269,73.9586875
Dabolim,2 BHK,5900000,6211,15.3896948,73.8528925
Corlim,2 BHK,5900000,5339,15.4948124,73.9465928
Dabolim,2 BHK,5900000,4917,15.3896948,73.8528925
Siolim,1 BHK,5900000,8700,15.6270222,73.7656851
Bicholim,Land,6000000,1494,15.5557695,73.977291
Navelim,2 BHK,6000000,5309,15.2565946,73.9664212
Porvorim,2 BHK,6000000,13575,15.5251795,73.8282988
Mapusa,1 BHK,6000000,10101,15.590853,73.8102146
Quepem,1 BHK,6000000,13333,15.2142541,74.0707793
Chorao,Land,6000000,1138,15.5473117,73.8777787
Porvorim,1 BHK,6000000,13575,15.5251795,73.8282988
Vagator,1 BHK,6000000,8571,15.5985735,73.7408126
Arpora,6 BHK,600000000,7500,15.5630974,73.7640368
Chimbel,2 BHK,6000000,4839,15.4914412,73.8747294
Mapsa,2 BHK,6000000,5574,null,null
Calangute,1 BHK,6000000,10135,15.545594,73.7646182
Calangute,1 BHK,6000000,17857,15.545594,73.7646182
Calangute,1 BHK,6000000,17857,15.545594,73.7646182
Merces,2 BHK,6000000,5806,15.4828297,73.8538551
Kadamba Plateau,2 BHK,6000000,6798,15.4893121,73.8911462
Vasco,2 BHK,6000000,5556,15.398403,73.8129178
Margao,2 BHK,6000000,6000,15.272923,73.9583159
Tiswadi,1 BHK,6000000,8319,15.4904623,73.8838495
Velsao,2 BHK,6000000,5164,15.354467,73.8839713
Calangute,Land,6000000,279,15.545594,73.7646182
Margao,Office Space,6000000,14286,15.272923,73.9583159
Calangute,2 BHK,6000000,4424,15.545594,73.7646182
Porvorim,2 BHK,6000000,13575,15.5251795,73.8282988
Bicholim,2 BHK,6000000,5067,15.5557695,73.977291
Panjim,Office Space,6000000,8197,15.4989946,73.8282141
Cuncolim,3 BHK,6000000,4286,15.1801323,73.9978596
Quepem,Land,6000000,535,15.2142541,74.0707793
Vasco,2 BHK,6000000,6263,15.398403,73.8129178
Siolim,1 BHK,6000000,8333,15.6270222,73.7656851
Velha,2 BHK,6000000,5714,15.5023329,73.9117432
Vagator,1 BHK,6000000,10000,15.5985735,73.7408126
Margao,2 BHK,6000000,4766,15.272923,73.9583159
Old Goa,2 BHK,6000000,6316,15.5023329,73.9117432
Benaulim,1 BHK,6000000,10929,15.2601367,73.9275675
Margao,2 BHK,6000000,5067,15.272923,73.9583159
Anjuna,1 BHK,6000000,109091,15.5850408,73.7438151
Calangute,1 BHK,6000000,17857,15.545594,73.7646182
Anjuna,2 BHK,6100000,7625,15.5850408,73.7438151
Anjuna,2 BHK,6100000,7625,15.5850408,73.7438151
Panjim,3 BHK,6100000,4692,15.4989946,73.8282141
Panjim,3 BHK,6100000,4692,15.4989946,73.8282141
Porvorim,1 BHK,6150000,7420,15.5251795,73.8282988
Carmona,2 BHK,6200000,7239,15.1976008,73.9510757
Ribandar,2 BHK,6200000,5486,15.502891,73.866032
Canca,2 BHK,6200000,5541,15.5831807,73.7984276
Calangute,2 BHK,6200000,9254,15.545594,73.7646182
Dabolim,1 BHK,6200000,12039,15.3896948,73.8528925
Sancoale,2 BHK,6200000,4960,15.3886307,73.8893336
Porvorim,1 BHK,6200000,13575,15.5251795,73.8282988
Canca,2 BHK,6200000,5541,15.5831807,73.7984276
Dabolim,2 BHK,6200000,5636,15.3896948,73.8528925
Velsao,Land,6200000,1548,15.354467,73.8839713
Ponda,2 BHK,6200000,4769,15.3979351,74.0079788
Panjim,2 BHK,6200000,6526,15.4989946,73.8282141
Dabolim,1 BHK,6200000,12039,15.3896948,73.8528925
Vasco,2 BHK,6200000,5741,15.398403,73.8129178
Candolim,1 BHK,6200000,11520,15.5201532,73.7659422
Ucassaim,3 BHK,6240000,4692,15.5815901,73.8415693
Goa,2 BHK,6300000,7456,15.4989946,73.8282141
Ponda,3 BHK,6300000,3325,15.3979351,74.0079788
Navelim,2 BHK,6300000,5226,15.2565946,73.9664212
Siolim,1 BHK,6300000,17747,15.6270222,73.7656851
Fatorda,2 BHK,6300000,5321,15.2981753,73.9715379
Carambolim,2 BHK,6300000,7503,15.4845631,73.9320931
Chicalim,2 BHK,6300000,4500,15.3918926,73.8344664
Old Goa,Land,6310000,2230,15.5023329,73.9117432
Loutolim,Land,6410000,1672,15.3400173,73.9860024
Nuvem,Land,644000000,1301,15.308184,73.9480748
Ponda,2 BHK,6450000,5235,15.3979351,74.0079788
Cavelossim,Land,650000000,1632,15.1845618,73.9456314
Porvorim,2 BHK,6500000,6709,15.5251795,73.8282988
Margao,2 BHK,6500000,9294,15.272923,73.9583159
Kadamba Plateau,2 BHK,6500000,59091,15.4893121,73.8911462
Carmona,2 BHK,6500000,6709,15.1976008,73.9510757
Candolim,1 BHK,6500000,9286,15.5201532,73.7659422
Kadamba Plateau,1 BHK,6500000,10411,15.4893121,73.8911462
Khorlim,2 BHK,6500000,7222,15.5962895,73.7988996
Calangute,1 BHK,6500000,8667,15.545594,73.7646182
Vagator,1 BHK,6500000,10783,15.5985735,73.7408126
Corlim,2 BHK,6500000,6709,15.4948124,73.9465928
Fatorda,2 BHK,6500000,5032,15.2981753,73.9715379
Old Goa,2 BHK,6500000,5963,15.5023329,73.9117432
Saligao,2 BHK,6500000,4643,15.5462074,73.7891386
Baga,2 BHK,6500000,5417,15.5592836,73.7539656
Velha,Land,6500000,2296,15.5023329,73.9117432
Margao,2 BHK,6500000,5417,15.272923,73.9583159
Panjim,2 BHK,6500000,10412,15.4989946,73.8282141
Calangute,2 BHK,6500000,5697,15.545594,73.7646182
Ponda,3 BHK,6500000,5000,15.3979351,74.0079788
Margao,2 BHK,6500000,9294,15.272923,73.9583159
Khandola,Land,6500000,1184,15.5232252,73.9572591
Merces,2 BHK,6500000,4462,15.4828297,73.8538551
Dabolim,Studio Apartment,6500000,8444,15.3896948,73.8528925
Old Goa,2 BHK,6500000,6041,15.5023329,73.9117432
Ribandar,2 BHK,6500000,5462,15.502891,73.866032
Kadamba Plateau,1 BHK,6500000,10064,15.4893121,73.8911462
Dabolim,2 BHK,6500000,6041,15.3896948,73.8528925
Aquem,2 BHK,6500000,7348,15.2722287,73.9700286
Mapusa,2 BHK,6500000,6356,15.590853,73.8102146
Nagoa,1 BHK,6500000,9149,15.5545419,73.779931
Arpora,1 BHK,6500000,9290,15.5630974,73.7640368
Siolim,1 BHK,6500000,9290,15.6270222,73.7656851
Sancoale,2 BHK,6500000,7345,15.3886307,73.8893336
Dabolim,2 BHK,6500000,4755,15.3896948,73.8528925
Porvorim,2 BHK,6500000,13575,15.5251795,73.8282988
Porvorim,2 BHK,6500000,13575,15.5251795,73.8282988
Vasco,2 BHK,6600000,5574,15.398403,73.8129178
Dabolim,2 BHK,6600000,47143,15.3896948,73.8528925
Candolim,1 BHK,6600000,10571,15.5201532,73.7659422
Candolim,1 BHK,6600000,11148,15.5201532,73.7659422
Thivim,2 BHK,6610000,6530,15.6298781,73.8770455
Assonora,Land,662500000,2462,15.6195608,73.9005334
Merces,2 BHK,6700000,4462,15.4828297,73.8538551
Saligao,Land,6700000,3829,15.5462074,73.7891386
Margao,2 BHK,6700000,6916,15.272923,73.9583159
Dabolim,3 BHK,6700000,4061,15.3896948,73.8528925
Adora de,1 BHK,6740000,12490,15.3971412,73.8643882
Panjim,Office Space,6800000,17085,15.4989946,73.8282141
Candolim,1 BHK,6800000,10027,15.5201532,73.7659422
Saligao,2 BHK,6800000,8774,15.5462074,73.7891386
Mapusa,3 BHK,6800000,3855,15.590853,73.8102146
Ishta,2 BHK,6800000,5569,null,null
Porvorim,2 BHK,6800000,8099,15.5251795,73.8282988
Siolim,1 BHK,6800000,11083,15.6270222,73.7656851
Varca,2 BHK,6830000,6038,15.2314189,73.9432651
Varca,2 BHK,6890000,6099,15.2314189,73.9432651
Vasco,2 BHK,6900000,5726,15.398403,73.8129178
Velha,2 BHK,6900000,6273,15.5023329,73.9117432
Porvorim,2 BHK,6900000,7541,15.5251795,73.8282988
Vasco,2 BHK,6900000,5723,15.398403,73.8129178
Vasco,2 BHK,6900000,5623,15.398403,73.8129178
Dabolim,2 BHK,6900000,5723,15.3896948,73.8528925
Davorlim,Land,6930000,2044,null,null
Thivim,2 BHK,6930000,6300,15.6298781,73.8770455
Siolim,1 BHK,6950000,10373,15.6270222,73.7656851
Dabolim,2 BHK,6950000,8444,15.3896948,73.8528925
Vasco,2 BHK,6950000,5765,15.398403,73.8129178
Vasco,2 BHK,6980000,5786,15.398403,73.8129178
Nuvem,2 BHK,7000000,6763,15.308184,73.9480748
Bainguinim,2 BHK,7000000,5655,15.5003488,73.9022881
Colva,2 BHK,7000000,10909,15.278266,73.9197099
Majorda,Land,700000000,2710,15.3132484,73.9103868
Raia,Land,7000000,2348,15.31364,73.9840684
Reis Magos,1 BHK,7000000,9563,15.4966011,73.8095534
Siolim,Studio Apartment,7000000,11864,15.6270222,73.7656851
Sircaim,2 BHK,7000000,6918,15.6244317,73.8788724
Kadamba Plateau,2 BHK,7000000,6195,15.4893121,73.8911462
Vasco,2 BHK,7000000,5806,15.398403,73.8129178
Varca,1 BHK,7000000,8631,15.2314189,73.9432651
Vasco,2 BHK,7000000,5806,15.398403,73.8129178
Calangute,1 BHK,7000000,10769,15.545594,73.7646182
Panjim,1 BHK,7000000,12727,15.4989946,73.8282141
Mopa,Land,7000000,2991,15.757828,73.8557746
Chandor,3 BHK,7000000,5244,15.2614307,74.0440025
Benaulim,2 BHK,7000000,5419,15.2601367,73.9275675
Majorda,2 BHK,7000000,7930,15.3132484,73.9103868
Porvorim,2 BHK,7000000,6503,15.5251795,73.8282988
Aquem,2 BHK,7000000,7348,15.2722287,73.9700286
Guirim,2 BHK,7000000,6636,15.5670553,73.8036817
Shiroda,Land,7000000,3011,15.3204056,74.0294384
Mapusa,2 BHK,7000000,7742,15.590853,73.8102146
Calangute,2 BHK,7000000,7226,15.545594,73.7646182
Varca,2 BHK,7000000,9478,15.2314189,73.9432651
Panjim,Office Space,7000000,12281,15.4989946,73.8282141
Porvorim,2 BHK,7000000,8235,15.5251795,73.8282988
Borim,Land,7020000,2044,15.3688993,74.0111898
Varca,2 BHK,7020000,6038,15.2314189,73.9432651
Varca,2 BHK,7090000,6038,15.2314189,73.9432651
Varca,2 BHK,7090000,6099,15.2314189,73.9432651
Vasco,2 BHK,7100000,5889,15.398403,73.8129178
Seraulim,2 BHK,7100000,5773,null,null
Thivim,2 BHK,7100000,6472,15.6298781,73.8770455
Corlim,2 BHK,7100000,5997,15.4948124,73.9465928
Bicholim,Land,7100000,1863,15.5557695,73.977291
Thivim,2 BHK,7140000,6564,15.6298781,73.8770455
Vasco,2 BHK,7200000,5972,15.398403,73.8129178
Aquem,2 BHK,7200000,7348,15.2722287,73.9700286
Aquem,2 BHK,7200000,6756,15.2722287,73.9700286
Porvorim,1 BHK,7200000,8687,15.5251795,73.8282988
Corlim,2 BHK,7200000,6689,15.4948124,73.9465928
Panjim,3 BHK,7200000,5816,15.4989946,73.8282141
Panaji,Office Space,7200000,16705,15.4989946,73.8282141
Panjim,3 BHK,7200000,5816,15.4989946,73.8282141
Bicholim,Land,7200000,4678,15.5557695,73.977291
Vasco,2 BHK,7200000,6000,15.398403,73.8129178
Vasco,2 BHK,7200000,5647,15.398403,73.8129178
Peddem,Land,7200000,2347,15.5737916,73.7483894
Vasco,2 BHK,7200000,5972,15.398403,73.8129178
Candolim,2 BHK,7200000,7778,15.5201532,73.7659422
Mapusa,1 BHK,7200000,9290,15.590853,73.8102146
Salcete,4 BHK,7200000,4000,15.2559657,73.9881845
Vasco,2 BHK,7200000,5972,15.398403,73.8129178
Aquem,2 BHK,7200000,7348,15.2722287,73.9700286
Vasco,2 BHK,7200000,5647,15.398403,73.8129178
Porvorim,2 BHK,7200000,13575,15.5251795,73.8282988
Sancoale,1 BHK,7230000,8097,15.3886307,73.8893336
Sancoale,1 BHK,7240000,8200,15.3886307,73.8893336
Vasco,2 BHK,7300000,6058,15.398403,73.8129178
Vasco,2 BHK,7300000,6058,15.398403,73.8129178
Adora de,2 BHK,7300000,8990,15.3971412,73.8643882
Bainguinim,1 BHK,7300000,9733,15.5003488,73.9022881
Porvorim,3 BHK,7300000,13575,15.5251795,73.8282988
Adora de,2 BHK,7300000,9012,15.3971412,73.8643882
Nuvem,2 BHK,7310000,7386,15.308184,73.9480748
Sancoale,1 BHK,7310000,8178,15.3886307,73.8893336
Sancoale,1 BHK,7310000,8282,15.3886307,73.8893336
Vasco,2 BHK,7350000,6097,15.398403,73.8129178
Bicholim,1 BHK,7350000,5529,15.5557695,73.977291
Dabolim,3 BHK,7370000,4690,15.3896948,73.8528925
Dabolim,1 BHK,7380000,9352,15.3896948,73.8528925
Dabolim,1 BHK,7380000,9352,15.3896948,73.8528925
Dabolim,1 BHK,7380000,9352,15.3896948,73.8528925
Dabolim,1 BHK,7380000,9352,15.3896948,73.8528925
Vasco,2 BHK,7400000,8799,15.398403,73.8129178
Vasco,2 BHK,7400000,6138,15.398403,73.8129178
Thivim,2 BHK,7400000,6193,15.6298781,73.8770455
Thivim,2 BHK,7440000,6200,15.6298781,73.8770455
Vasco,2 BHK,7450000,9198,15.398403,73.8129178
Porvorim,2 BHK,7500000,6968,15.5251795,73.8282988
Margao,2 BHK,7500000,9294,15.272923,73.9583159
Dabolim,2 BHK,7500000,8333,15.3896948,73.8528925
Sancoale,2 BHK,7500000,5806,15.3886307,73.8893336
Porvorim,2 BHK,7500000,13575,15.5251795,73.8282988
Dodamarg,Land,7500000,1329,15.5909842,73.9514952
Porvorim,2 BHK,7500000,7038,15.5251795,73.8282988
Vasco,2 BHK,7500000,6219,15.398403,73.8129178
Canacona,2 BHK,7500000,6765,15.0068417,74.0394887
Ishta,2 BHK,7500000,6636,null,null
Panaji,2 BHK,7500000,8709,15.4989946,73.8282141
Calangute,2 BHK,7500000,6522,15.545594,73.7646182
Porvorim,2 BHK,7500000,6968,15.5251795,73.8282988
Ponda,2 BHK,7500000,6968,15.3979351,74.0079788
Shirvodem,2 BHK,7500000,6334,null,null
Majorda,2 BHK,7500000,8497,15.3132484,73.9103868
Vasco,2 BHK,7500000,8907,15.398403,73.8129178
Vasco,2 BHK,7500000,8929,15.398403,73.8129178
Old Goa,2 BHK,7500000,7812,15.5023329,73.9117432
Siolim,1 BHK,7500000,14648,15.6270222,73.7656851
Borda,2 BHK,7500000,9199,null,null
Candolim,1 BHK,7500000,11060,15.5201532,73.7659422
Mapusa,2 BHK,7500000,6696,15.590853,73.8102146
Mapsa,2 BHK,7500000,8197,null,null
Margao,3 BHK,7500000,4907,15.272923,73.9583159
Kadamba Plateau,2 BHK,7500000,6968,15.4893121,73.8911462
Goa,3 BHK,7500000,7282,15.4989946,73.8282141
Navelim,2 BHK,7500000,12347,15.2565946,73.9664212
Ponda,3 BHK,7500000,4772,15.3979351,74.0079788
Porvorim,2 BHK,7500000,13575,15.5251795,73.8282988
Margao,Office Space,7500000,15823,15.272923,73.9583159
Calangute,2 BHK,7500000,8333,15.545594,73.7646182
Vasco,2 BHK,7500000,6112,15.398403,73.8129178
Calangute,2 BHK,7500000,17857,15.545594,73.7646182
Ponda,3 BHK,7500000,6132,15.3979351,74.0079788
Old Goa,2 BHK,7500000,5583,15.5023329,73.9117432
Margao,1 BHK,7540000,9500,15.272923,73.9583159
Khorlim,2 BHK,7550000,5284,15.5962895,73.7988996
Marcel,Land,7560000,1556,15.5140574,73.9612967
Ponda,3 BHK,7600000,5516,15.3979351,74.0079788
Margao,2 BHK,7600000,5802,15.272923,73.9583159
Cansaulim,Land,7600000,1207,15.3449171,73.8975655
Dona Paula,Land,765000000,23690,15.4581997,73.8038671
Borda,Land,7650000,25500,null,null
Calangute,Studio Apartment,7700000,22354,15.545594,73.7646182
Calangute,2 BHK,7700000,8416,15.545594,73.7646182
Mapusa,2 BHK,7700000,7000,15.590853,73.8102146
Bambolim,2 BHK,7700000,7000,15.4549212,73.8464479
Kadamba Plateau,2 BHK,7700000,6417,15.4893121,73.8911462
Vasco,2 BHK,7700000,5860,15.398403,73.8129178
Candolim,1 BHK,7700000,7948,15.5201532,73.7659422
Porvorim,2 BHK,7710000,7020,15.5251795,73.8282988
Mapusa,2 BHK,7730000,6974,15.590853,73.8102146
Calangute,Studio Apartment,7740000,17857,15.545594,73.7646182
Vagator,1 BHK,7800000,19880,15.5985735,73.7408126
Vagator,1 BHK,7800000,19880,15.5985735,73.7408126
Vagator,1 BHK,7800000,19880,15.5985735,73.7408126
Bicholim,1 BHK,7800000,8124,15.5557695,73.977291
Assagao,2 BHK,7800000,9662,15.5981002,73.7721529
Fatorda,2 BHK,7800000,7027,15.2981753,73.9715379
Ponda,Land,780000000,1208,15.3979351,74.0079788
Arpora,1 BHK,7800000,9792,15.5630974,73.7640368
Caranzalem,2 BHK,7800000,8234,15.4677228,73.8079977
Povorim,2 BHK,7800000,6968,null,null
Porvorim,2 BHK,7800000,13575,15.5251795,73.8282988
Adora de,2 BHK,7850000,9691,15.3971412,73.8643882
Mopa,2 BHK,7860000,6550,15.757828,73.8557746
Porvorim,2 BHK,7900000,6672,15.5251795,73.8282988
Adora de,2 BHK,7900000,9753,15.3971412,73.8643882
Goa,2 BHK,7900000,7418,15.4989946,73.8282141
Vasco,2 BHK,7950000,5300,15.398403,73.8129178
Adora de,2 BHK,7950000,9815,15.3971412,73.8643882
Candolim,1 BHK,7970000,11021,15.5201532,73.7659422
Porvorim,1 BHK,8000000,13575,15.5251795,73.8282988
Porvorim,2 BHK,8000000,6756,15.5251795,73.8282988
Margao,2 BHK,8000000,7584,15.272923,73.9583159
Loutolim,Land,8000000,1394,15.3400173,73.9860024
Mapusa,Land,8000000,2915,15.590853,73.8102146
Dabolim,2 BHK,8000000,9938,15.3896948,73.8528925
Margao,4 BHK,8000000,4129,15.272923,73.9583159
Nerul,1 BHK,8000000,18228,15.5093392,73.7846696
Ponda,Office Space,8000000,4444,15.3979351,74.0079788
Porvorim,2 BHK,8000000,13575,15.5251795,73.8282988
Panjim,2 BHK,8000000,8848,15.4989946,73.8282141
Bambolim,1 BHK,8000000,12071,15.4549212,73.8464479
Sanquelim,Land,8000000,2047,15.5626483,74.0114543
Cujira,2 BHK,8000000,null,15.4710213,73.8548612
Candolim,3 BHK,8000000,5926,15.5201532,73.7659422
Dodamarg,Studio Apartment,8000000,13333,15.5909842,73.9514952
Panjim,3 BHK,8000000,5105,15.4989946,73.8282141
Margao,2 BHK,8000000,7641,15.272923,73.9583159
Porvorim,1 BHK,8000000,12500,15.5251795,73.8282988
Old Goa,Land,8000000,2105,15.5023329,73.9117432
Margao,2 BHK,8000000,7078,15.272923,73.9583159
Sanguem,Land,8000000,814,15.2282657,74.1512667
Porvorim,2 BHK,8000000,7286,15.5251795,73.8282988
Ribandar,2 BHK,8000000,7011,15.502891,73.866032
Socorro,2 BHK,8000000,7906,15.5459819,73.8235712
Chicalim,2 BHK,8000000,7614,15.3918926,73.8344664
Nuvem,Land,8000000,1486,15.308184,73.9480748
Margao,3 BHK,8000000,6667,15.272923,73.9583159
Mopa,Land,8000000,3556,15.757828,73.8557746
Mapsa,2 BHK,8000000,6193,null,null
Vasco,3 BHK,8000000,5673,15.398403,73.8129178
Tiswadi,Land,8000000,1486,15.4904623,73.8838495
Vasco,2 BHK,8000000,5461,15.398403,73.8129178
Arpora,1 BHK,8000000,11434,15.5630974,73.7640368
Bainguinim,2 BHK,8000000,8258,15.5003488,73.9022881
Mapusa,2 BHK,8040000,14685,15.590853,73.8102146
Dabolim,3 BHK,8100000,6122,15.3896948,73.8528925
Ponda,2 BHK,8100000,11571,15.3979351,74.0079788
Porvorim,2 BHK,8100000,13575,15.5251795,73.8282988
Porvorim,2 BHK,8120000,13575,15.5251795,73.8282988
Colvale,Land,8160000,1579,15.6444652,73.836751
Mapusa,2 BHK,8160000,7432,15.590853,73.8102146
Calangute,2 BHK,8200000,9111,15.545594,73.7646182
Margao,2 BHK,8200000,68333,15.272923,73.9583159
Porvorim,2 BHK,8200000,13575,15.5251795,73.8282988
Velha,2 BHK,8200000,7119,15.5023329,73.9117432
Porvorim,2 BHK,8300000,8863,15.5251795,73.8282988
Thivim,2 BHK,8300000,7943,15.6298781,73.8770455
Curca,Land,8300000,2337,15.4608194,73.8778694
Merces,Land,8370000,1208,15.4828297,73.8538551
Dabolim,3 BHK,8380000,4690,15.3896948,73.8528925
Adora de,2 BHK,8380000,10350,15.3971412,73.8643882
Adora de,2 BHK,8380000,10350,15.3971412,73.8643882
Corlim,Land,8400000,2044,15.4948124,73.9465928
Thivim,2 BHK,8400000,7094,15.6298781,73.8770455
Betalbatim,2 BHK,8410000,4883,15.300881,73.9203
Velha,3 BHK,8500000,8433,15.5023329,73.9117432
Tuem,Land,8500000,1755,15.6665677,73.795665
Panaji,2 BHK,8500000,14635,15.4989946,73.8282141
Porvorim,2 BHK,8500000,13575,15.5251795,73.8282988
Siolim,1 BHK,8500000,17747,15.6270222,73.7656851
Assonora,Land,8500000,702,15.6195608,73.9005334
Porvorim,2 BHK,8500000,8118,15.5251795,73.8282988
Macasana,Land,8500000,790,15.2898772,74.0605974
Santa cruz,2 BHK,8500000,7742,15.4731897,73.8468675
Chorao,2 BHK,8500000,1555,15.5473117,73.8777787
Margao,2 BHK,8500000,7391,15.272923,73.9583159
Colva,2 BHK,8500000,6800,15.278266,73.9197099
Baga,Studio Apartment,8500000,17708,15.5592836,73.7539656
Porvorim,2 BHK,8500000,7312,15.5251795,73.8282988
Caranzalem,2 BHK,8500000,8947,15.4677228,73.8079977
Santa cruz,2 BHK,8500000,7742,15.4731897,73.8468675
Dabolim,2 BHK,8500000,6296,15.3896948,73.8528925
Calangute,1 BHK,8500000,20000,15.545594,73.7646182
Calangute,1 BHK,8500000,20000,15.545594,73.7646182
Kadamba Plateau,2 BHK,8500000,7244,15.4893121,73.8911462
Goa,2 BHK,8500000,6636,15.4989946,73.8282141
Porvorim,2 BHK,8500000,13575,15.5251795,73.8282988
Panjim,2 BHK,8500000,9514,15.4989946,73.8282141
Vagator,1 BHK,8500000,19880,15.5985735,73.7408126
Margao,3 BHK,8500000,5446,15.272923,73.9583159
Margao,3 BHK,8500000,6121,15.272923,73.9583159
Bambolim,Land,8500000,2871,15.4549212,73.8464479
Thivim,2 BHK,8500000,7818,15.6298781,73.8770455
Calangute,1 BHK,8500000,17857,15.545594,73.7646182
Siolim,3 BHK,8500000,17747,15.6270222,73.7656851
Karaswada,2 BHK,8600000,8499,15.6104102,73.8266444
Dabolim,2 BHK,8670000,6766,15.3896948,73.8528925
Dabolim,2 BHK,8670000,6766,15.3896948,73.8528925
Nerul,3 BHK,8690000,5726,15.5093392,73.7846696
Arpora,1 BHK,8700000,10922,15.5630974,73.7640368
Porvorim,2 BHK,8700000,8980,15.5251795,73.8282988
Mapusa,2 BHK,8700000,89691,15.590853,73.8102146
Mapusa,2 BHK,8790000,7493,15.590853,73.8102146
Kadamba Plateau,2 BHK,8800000,8605,15.4893121,73.8911462
Arpora,1 BHK,8800000,13333,15.5630974,73.7640368
Ishta,3 BHK,8800000,6928,null,null
Corlim,Land,8870000,2044,15.4948124,73.9465928
Dabolim,2 BHK,8900000,6951,15.3896948,73.8528925
Cuncolim,Land,8900000,1034,15.1801323,73.9978596
Arpora,1 BHK,8900000,20001,15.5630974,73.7640368
Panjim,3 BHK,8900000,5562,15.4989946,73.8282141
Duler,2 BHK,8900000,7735,15.6000769,73.8161301
Bicholim,1 BHK,8900000,10988,15.5557695,73.977291
Bicholim,1 BHK,8900000,10988,15.5557695,73.977291
Dabolim,2 BHK,8900000,6951,15.3896948,73.8528925
Colva,3 BHK,8900000,6894,15.278266,73.9197099
Old Goa,Land,8960000,2405,15.5023329,73.9117432
